ou,value,dx_name,pe_name,ou_name
msr1TOXqZKf,6,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Accident And Emergency,2025-10-03,an St Charles Borromeo Hospital
Q1KhLwiGA2M,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Ezinifite Primary Health Centre
yjxtvOYtp5A,20,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-08,an Ukpor General Hospital
SaEp4uCoKLh,5,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-10,an Okika Maternity
OKPZ7SmaYwP,43,GF_Number of AGYW counseled tested and received result- Community,2025-10-10,an Immaculate Heart Hospital (Nkpor)
hkgcJhWm5cK,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Accucare Foundation Hospital
Z58LnooMrl1,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Nnobi General Hospital
IX2qlVptNql,14,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-08,an Onitsha Pieta Hospital
k4Nw4uCT97V,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-10,an Umunya Comprehensive Health Centre
IA64rosyhK1,5,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-07,an Enugu Ukwu General Hospital
HgxxN5GZv8Y,28,GF_Number of AGYW counseled tested and received result- Community,2025-10-07,"an Rex Inversorium Hospital, Mmiata (Referral Health center Oroma-Etiti)"
fiItxaKbEDp,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-03,an Umunankwo Primary Health Centre Ogbaru
lo2x8EF5rhM,6,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umuonuora Primary Health Centre
sjeTS3oSial,3,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-02,an Eziani Ihiala Primary Health Centre
ZSSbDRTZ6CX,2,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an St. Patricks Hospital and Maternity
MUumX5cjk9g,60,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Umunze Immaculate Heart Hospital
eJfBtjef8cQ,5,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-02,an Basic Health Centre Onitsha
BXOxuU6KIk2,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-06,"an St. Joseph Hospital and Maternity, Ifite Ogwari"
we90AXVrhUv,4,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-07,an Umueri General Hospital
P9qUQA6KmAs,3,GF_Number of Individuals Who Received HIV Testing Services (HTS) And Received Their Test Results - Blood Bank,2025-10-01,an Holy Rosary Hospital
YDYCfFc8ndK,2,GF_Number of Pregnant Women Who Received HIV Testing Services (Hts) And Received Their Test Results - ANC,2025-10-09,an Pater Noster Hospital Awka
iJYDbdwuZg8,1,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Prisons Marine Health Post
OxGTCa7PYrK,1,GF_Number of Clients tested HIV Positive (From Rat) - OPD,2025-10-08,an Ekwulobia General Hospital
dBES5aQviuh,116,GF_Number of KPs counseled tested and received result,2025-10-09,"an Anambra State One Stop Shop (OSS) Site, Awka"
MUq9oPoC0hr,10,GF_Number of Individuals Who Received HIV Testing Services (Hts) And Received Their Test Results - CT,2025-10-02,an Ukpo Comprehensive Health Centre
pxYOOPUXmtt,1,GF_Number of Individuals Who Received HIV Testing Services (HTS) and Received Their Test Results - Other PITC,2025-10-09,an Obosi St Martin's Hospital
Oua590tZ4Vd,10,GF_Number of Clients Screened and Tested for HIV  (Rat) - OPD,2025-10-10,an Okija Central Primary Health Centre
